PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,band_type
-0.5107307456789224,-1.4043478713735855,-0.3368833684955171,0.17169650462640942,-0.28425221546999707,0.2989498484800485,-0.8399087134354855,-0.07599236361536969,-0.1283455396332791,-0.2604507806540171,1
-0.48961425066015773,-1.3860316147648601,-0.3354135751847026,0.15786143232499303,-0.2738360229797847,0.2939299930855927,-0.8384718821808504,-0.06297466674283525,-0.14721809783124476,-0.23798654755639193,0
-0.8832477392032612,0.779700516035637,-0.2236194914942193,-0.4027326814579729,0.133173909035847,-0.3659933552227895,-0.33652467393793517,0.7332862825700489,-0.2131263122534137,0.2337933119565569,0
-1.2189967310986305,0.5777533620102878,-0.508615918916507,0.11614408485378565,-0.532750314789396,0.2665017972400221,0.11841489763205326,-0.34384849935664696,0.19526465130618006,0.30594900731469393,0
-0.45585463181835173,0.3315178042039698,-1.1807062555292722,-0.12765051831525553,-0.771136443538642,-0.07540564173492567,0.6297555600932773,0.3778362892836978,0.13459245586574523,-0.15136566851560662,0
-1.211997315795801,0.5641538109068313,-0.5172792292296589,0.10738685172701609,-0.5341422060592708,0.2796462725037812,0.1006496247697807,-0.35889721566744137,0.1875025842128876,0.30086958666931723,0
1.4164031971422193,-0.3269529737461962,0.04930709382178386,-0.4667698921605118,0.05918990969517046,0.25529867610901935,0.15398058717904686,0.043447025466862944,0.35472548698316464,-0.02610319976191535,0
1.422573950620188,-0.3217979666958674,0.04786423629411114,-0.4583735531440783,0.051401643034315346,0.26171405065696696,0.17456929773656324,0.03802164015909358,0.36652798342555104,-0.03480502827183106,0
-1.2468860560439412,-0.029658405002518998,0.5531994625238695,-0.41206833768386913,-0.06672983556569458,-0.016893001472843224,-0.03611698985440935,-0.10031868998785769,0.05799306028007323,0.5085778204732406,1
-1.196896099100775,0.5087528360413202,-0.42222262981889985,-0.04837660143500606,0.3544099903314658,-0.2169483696057023,-0.6438096438774615,0.3124706962084831,0.14528228817732297,0.5020167869144688,0
-1.1787529979853661,0.5293837740801816,-0.4256893488272203,-0.04056418137772845,0.30804822145519245,-0.20246621158633443,-0.6080874436418142,0.3018768083229263,0.11517305720169296,0.5039035281422646,0
-0.4961764503279233,-1.2345671191911578,-0.2346677709782729,0.0728841170709968,-0.21459719529663698,0.19521625146983554,-0.5532129360950033,0.014565180555480688,-0.031758671888092865,0.029845710999276617,1
-0.48979042151654917,-1.2595908082024343,-0.2346111111865039,0.05819131387224147,-0.22619363988938426,0.21392140842273316,-0.5552624300716937,0.032826655755012854,-0.011074597634822254,-0.003067023756760865,1
-0.44929211797461593,-1.2373267681425437,-0.2525070707422929,0.06291875039500393,-0.26163401438915584,0.22020887455073934,-0.5428277386046687,0.04881014596039067,-0.08080184679064374,0.002362591629332975,1
-0.4832803373021224,-1.2783531501237557,-0.26172600429523685,0.06594122169937892,-0.23033666904967448,0.21795244810086242,-0.5833468431098191,0.02835951927790675,0.00887237146475412,-0.0382535181068449,0
-0.05580216163752936,0.629819131632401,1.6564555271843173,-0.0528943003872429,-0.14635928643200025,-0.5675986033011489,0.3068792316595125,0.2628719317771332,-0.17490900727267408,-0.7815533801462017,1
0.4232648994050897,0.6862119664348925,1.344429649495228,-0.2130568751106936,0.4010096417252237,-0.48190740783866914,0.36094851519577215,-0.15747599341291138,-0.0997371712833849,-0.8426835409336995,0
0.42949404915362627,0.6602494944397018,1.3074855452456606,-0.19310576387406372,0.39345600726296415,-0.4485895201914411,0.3466139744037276,-0.14676893387153264,-0.04729590414088601,-0.8937341453067137,0
-0.8875725391720767,0.023479479622012474,0.7474958191475989,-0.9740654942590065,0.2902645904798363,-0.15984670269366633,-0.08786117208088955,-0.3992055344261692,0.37666814336640814,-0.26135819108880115,0
-0.8522755889802884,0.02466126532137975,0.7681487913830121,-0.9832207440274243,0.2816467446311937,-0.1895304430932634,-0.06805113458981545,-0.3809052080409579,0.3572069642188038,-0.19618553620751294,0
1.4081834138386355,-0.34856299180866307,0.2704439913241072,0.2383222319248505,0.27381587541364294,-0.436190381274697,0.3920647348637166,-0.5200964051179461,-0.4040118196131178,0.1802237427885701,0
